date 2 2,content
 2018-07-13 16:25,鼓励在本省工作的台湾高技能人才参加“湖北工匠”“湖北省技能大师”“湖北省技术能手”等评选
 2018-07-13 16:25,"（牵头单位：省台办；责任单位：省总工会、省妇联、团省委、省人社厅）
　　40.在本省就业的台湾同胞可申报省级自然科学基金、省级社会科学基金、技术创新、科技成果转化、创新创业服务能力建设等省级专项项目"
 2018-07-13 16:25,允许在本省工作的台湾同胞以台胞证注册省级科技计划项目申报账号，申报省级自然科学基金等科技计划项目
 2018-07-13 16:25,"（责任单位：省委宣传部、省社科联、省科技厅）
　　41.台湾同胞在鄂注册的具有独立法人资格的科研院所和企业，可牵头或参与省级科技计划项目和创新平台的申报，享受与本省科研院所和企业同等政策"
 2018-07-13 16:25,允许在本省工作的台湾科研人员申报湖北省科技专家库专家，参与省级科研项目的评审和决策咨询
 2018-07-13 16:25,"（责任单位：省科技厅、省社科联）
　　42.在本省就业的台湾专业技术人员，可按规定申报职称"
 2018-07-13 16:25,鼓励和支持在鄂高校对台湾同胞单独制定职称评价标准，参考台湾地区规定的论文等级类别，台湾同胞在台湾取得的学术成果可作为其职称评审的依据
 2018-07-13 16:25,"（牵头单位：省人社厅；责任单位：省教育厅）
　　43.在台湾地区获得教师资格证的台湾教师，可以通过特聘、购买服务、短期双向交流等方式，在本省幼儿园和中小学从事音乐、体育、美术学科教学工作"
 2018-07-13 16:25,"（责任单位：省教育厅）
　　三、加强文化交流
　　44.充分发挥湖北海峡两岸考古教学交流基地作用，为台湾师生来鄂参与考古发掘、整理和研究提供便利与服务"
 2018-07-13 16:25,鼓励台湾同胞参与湖北省文化遗产保护工程、非物质文化遗产传承发展工程等中华优秀传统文化传承发展工程项目及相关活动
 2018-07-13 16:25,积极推荐符合条件的鄂台文化交流项目申请纳入海外中国文化中心项目资源库
 2018-07-13 16:25,鼓励台湾民间文物单位参与荆楚文化、炎帝神农文化、三国文化、首义文化、佛道文化等重点发展项目，并提供政策性的支持与补助
 2018-07-13 16:25,支持具备条件的台资企业和相关专业机构申报文物保护工程资质
 2018-07-13 16:25,"（责任单位：省委宣传部、省台办、省文化厅、省旅游委、省文物局等）
　　45.支持鼓励鄂台教育文化科研机构，以及在鄂高校的台湾教师，积极开展中国文化、历史、民族等领域研究和成果应用，在申报项目经费时具有同等资格"
 2018-07-13 16:25,鼓励开展鄂台宗教文化交流
 2018-07-13 16:25,"（责任单位：省委宣传部、省教育厅、省社科联、省民宗委）
　　46.深化鄂台媒体交流，支持两地媒体在节目制作、记者互访、新媒体运用等方面建立多层次多角度的合作关系"
 2018-07-13 16:25,定期邀请台湾媒体到湖北参访交流
 2018-07-13 16:25,支持台湾高校新闻传媒专业学生来鄂实习就业
 2018-07-13 16:25,"（责任单位：省委宣传部、省台办、省新闻出版广电局）
　　47.支持常住本省的台湾同胞参评中华慈善奖、梅花奖、金鹰奖等经济科技文化社会领域各类评奖项目"
 2018-07-13 16:25,"（责任单位：省委宣传部、省民政厅）
　　48.支持台湾地区从事鄂台民间交流的机构根据国家有关规定申报两岸交流基金项目"
 2018-07-13 16:25,"（责任单位：省台办）
　　49.鼓励台湾地区知识产权在本省实施转化"
 2018-07-13 16:25,鼓励台湾同胞经考试取得大陆专利代理人资格后，在本省专利代理机构执业
 2018-07-13 16:25,"（责任单位：省知识产权局）
　　50.台湾同胞参与本省广播电视节目和电影、电视剧制作，对人员数量不作限制"
 2018-07-13 16:25,鼓励本省电影发行机构、广播电视台、视听网站引进台湾生产的电影、电视剧，对数量不作限制
 2018-07-13 16:25,鼓励持有《广播电视节目制作经营许可证》的机构申请鄂台合拍电影、电视剧，对数量不作限制
 2018-07-13 16:25,"（责任单位：省新闻出版广电局、省台办）
　　51.对台湾图书进口业务建立绿色通道，简化进口审批流程，同时段进口的台湾图书可优先办理相关手续"
 2018-07-13 16:25,"（责任单位：省新闻出版广电局、省台办）
　　52.鼓励台湾同胞加入湖北经济、科技、文化、艺术类专业性社团组织、行业协会，参加相关活动"
 2018-07-13 16:25,"（牵头单位：省台办；责任单位：省民政厅等）
　　53.支持台湾同胞和相关社团，参与湖北扶贫、支教、公益、社区建设等基层工作，参与湖北脱贫攻坚"
 2018-07-13 16:25,"（牵头单位：省台办；责任单位：省教育厅、省民政厅、省扶贫办）
　　四、便利居住生活
　　54.设立台胞权益保障、青年就业创业服务窗口，开设服务热线、微信公众号，建立综合管理平台，及时向台湾同胞发布政策信息、开展服务咨询、加强项目申报辅导、提供紧急救助服务等"
 2018-07-13 16:25,"（牵头单位：省台办；责任单位：省公安厅、省民政厅等）
　　55.鼓励各地积极探索对在本省居住的并符合一定条件（城镇家庭住房困难、新就业职工和在城镇稳定就业）的台湾同胞，提供城镇保障性住房"
 2018-07-13 16:25,支持符合条件的台湾同胞申请本省各市、州、县（区）的公共租赁住房
 2018-07-13 16:25,"（牵头单位：省住建厅；责任单位：各市、州、县政府）
　　56.台湾同胞缴交的住房公积金、社保个人账户储存额，在离开大陆时，经个人申请，可以一次性支取"
 2018-07-13 16:25,"（牵头单位：省人社厅；责任单位：省住建厅）
　　57.在本省的台湾同胞及其家属，享有与湖北居民同等的医疗卫生服务待遇"
 2018-07-13 16:25,医疗机构在按照规定书写和保存医疗文书的同时，还应为就诊的台湾同胞提供符合台湾地区健保机构核退费用要求的证明文件
 2018-07-13 16:25,"（责任单位：省卫计委）
　　58.台湾同胞在本省居住期间，按照湖北省社会保险政策规定，参加各项社会保险，执行与湖北居民相同政策"
 2018-07-13 16:25,"（牵头单位：省人社厅）
　　59.在本省长期居住的台湾同胞，在各类公共文化服务场馆，可享受和湖北居民同等的公共文化服务待遇"
 2018-07-13 16:25,可以办理旅游年卡，享受指定景点期限内不限次数的入园游览服务
 2018-07-13 16:25,"（责任单位：省旅游委、省文化厅、省新闻出版广电局）
　　60.对在本省生活的台湾老年同胞，凭老年人优待证或其他个人有效证件，可以免费进入公园、公共文化体育设施和场所"
 2018-07-13 16:25,65岁以上免费乘坐市内公共交通工具
 2018-07-13 16:25,70岁以上免费进入风景区、已开放的文物点、教育基地、宗教活动场所；免收普通门诊挂号费
 2018-07-13 16:25,"（牵头单位：省老龄办；责任单位：省文化厅、省卫计委、省旅游委、省体育局等）
　　61.常住湖北的台湾同胞子女到本省幼儿园、小学、初中、高中就读，享受与当地学生同等待遇"
 2018-07-13 16:25,鼓励台湾学生到湖北高校就读，在学费、奖学金等方面享受同等待遇，台生较集中的在鄂高校，可设立台湾大学生助学金专门账户，接受社会捐赠，帮助家庭条件困难的台湾学生完成学业
 2018-07-13 16:25,"（责任单位：省教育厅）
　　62.台湾同胞持《台湾居民往来大陆通行证》，可以在本省所有依法取得公安机关特种行业许可的宾馆、酒店、家庭旅馆、房车营地等旅馆业登记住宿"
 2018-07-13 16:25,（责任单位：省公安厅）
 2018-07-12 15:44,导读：《意见》要求，在稳定出口国际市场份额的基础上，充分发挥进口对提升消费、调整结构、发展经济、扩大开放的重要作用，推动进口与出口平衡发展
 2018-07-12 15:44,　　7月9日，国务院办公厅转发了由商务部等二十个部门发布的《关于扩大进口促进对外贸易平衡发展的意见》（下称《意见》）
 2018-07-12 15:44,"　　《意见》提出，支持扩大与人民生活密切相关的日用消费品、医药和康复、养老护理等设备进口，促进建筑设计、咨询服务、研发设计、节能环保等生产性服务进口，支持国内产业转型升级需要的技术、设备及零部件进口，增加农产品(5.300, 0.14, 2.71%)、资源性产品进口"
 2018-07-12 15:44,　　受访专家认为，扩大进口是中国消费升级、产业转型升级的自身需求，有利于进口与出口平衡发展，扩大中国经济增长的外溢效应，这凸显了中国负责任大国的担当，也是应对中美贸易摩擦的一项重要措施
 2018-07-12 15:44,"　　支持养老医药进口
　　商务部研究院国际市场研究所副所长白明告诉21世纪经济报道记者，此次《意见》是6月13日国常会要求的具体落地措施，在中美贸易战进一步升温的背景下，《意见》的出台表明贸易战不会影响中国进一步开放的步伐，中国进口上的积极姿态为其他国家提供了机会，也为美国带来了压力：如果美方进一步升级贸易摩擦，将错失中国扩大进口带来的机遇"
 2018-07-12 15:44,　　《意见》要求，优化进口结构促进生产消费升级
 2018-07-12 15:44,首先，中国将支持关系民生的产品进口
 2018-07-12 15:44,适应消费升级和供给提质需要，支持与人民生活密切相关的日用消费品、医药和康复、养老护理等设备进口
 2018-07-12 15:44,　　白明表示，《意见》将民生类消费品放在首位，说明中国的进口结构正在向更加均衡的全方位进口发展
 2018-07-12 15:44,　　长期以来，中国进口物资集中于铁矿砂、原油、煤等主要大宗商品上
 2018-07-12 15:44,"“如今中国已经具备了充足的外汇储备，消费升级大背景下，老百姓(77.300, 2.80, 3.76%)更高端的多样化需求也更加迫切，进口结构的调整是一个必然"
 2018-07-12 15:44,"”
　　白明认为，中国的进口结构将呈现生产资料和生活资料并重的特征，而在生活资料领域，中国仍有许多短板要补"
 2018-07-12 15:44,以《意见》提到的养老健康领域为例，中国正在快速进入老龄化社会，民众急切需要医药康复、养老护理等领域的产品与服务，在这些领域，中国本土产业的发展需要一个过程，而国外一些国家走在前面，从后者引进这方面的产品与服务是迫在眉睫的民生需要
 2018-07-12 15:44,　　《意见》要求，积极发展服务贸易，调整《鼓励进口服务目录》，大力发展新兴服务贸易，促进建筑设计、商贸物流、咨询服务、研发设计、节能环保、环境服务等生产性服务进口
 2018-07-12 15:44,　　同时，增加有助于转型发展的技术装备进口
 2018-07-12 15:44,充分发挥《鼓励进口技术和产品目录》的作用，支持国内产业转型升级需要的技术、设备及零部件进口，促进引进消化吸收再创新
 2018-07-12 15:44,优化鼓励进口的成套设备检验模式
 2018-07-12 15:44,　　白明表示，生产性服务业以及高新技术设备的引入对于中国制造转型升级至关重要，也是中国实现高质量发展的需要
 2018-07-12 15:44,"　　推动进口与出口平衡发展
　　《意见》要求，在稳定出口国际市场份额的基础上，充分发挥进口对提升消费、调整结构、发展经济、扩大开放的重要作用，推动进口与出口平衡发展"
 2018-07-12 15:44,　　清华大学中美关系研究中心高级研究员周世俭告诉21世纪经济报道，中国国民经济正在从外向型经济转向以内需为主的经济模式
 2018-07-12 15:44,“中国的外贸依存度已从2007年的66.2%下降至2017年的33.5%，而2017年世界外贸依存度的平均水平是42%
 2018-07-12 15:44,2007年中国对出口的依存度是37.1%，2017年这一数字已经下降到18.5%
 2018-07-12 15:44,"”
　　他指出，国内最终消费对GDP的贡献在2017年已经上升至58.8%"
 2018-07-12 15:44,中国正从过去的过多依赖投资、出口拉动，转向更多地依靠消费拉动、和内需支撑，这为进口的增长创造了条件
 2018-07-12 15:44,　　“近期中国正在提高个税起征点，增加抵扣项；7月1日开始，中国还大幅下降了汽车等进口商品的关税
 2018-07-12 15:44,未来消费将为中国经济提供更坚实的支撑
 2018-07-12 15:44,”周世俭说
 2018-07-12 15:44,　　白明表示，扩大进口一方面是中国消费升级、产业转型升级的自身需求，另一方面也扩大了中国经济增长的外溢效应，有利于其他国家分享中国经济增长红利
 2018-07-12 15:44,　　《意见》要求，将“一带一路”相关国家作为重点开拓的进口来源地，加强战略对接，适度增加适应国内消费升级需求的特色优质产品进口，扩大贸易规模
 2018-07-12 15:44,　　同时，加快实施自贸区战略，积极推进与有关国家和地区的自贸区谈判，加快建设立足周边、辐射“一带一路”、面向全球的高标准自贸区网络
 2018-07-12 15:44,　　白明表示，“一带一路”是中国正在培育的重要进口来源，当下中欧班列去程满载而去，回程则往往空载而归，增加这些领域的进口有很大的空间
 2018-07-12 15:44,同时，自贸区作为一种开放力度更大的制度安排，其扩围无疑也有利于进口的增加
 2018-07-12 15:44,　　中国将在今年11月举办国际进口博览会，意见要求将此打造成为世界各国展示国家发展成就、开展国际贸易的开放型合作平台，推进“一带一路”建设、推动经济全球化的国际公共产品，践行新发展理念、推动新一轮高水平对外开放的标志性工程
 2018-07-12 15:44,"　　降低进口环节制度性成本
　　《意见》要求，落实降低部分商品进口税率措施，减少中间流通环节，清理不合理加价，切实提高人民生活水平"
 2018-07-12 15:44,完善免税店政策，扩大免税品进口
 2018-07-12 15:44,　　有数据显示，2016年，中国进口关税和环节税合计1.54万亿元，占全国税收收入的23.4%，而在“十二五”期间，中国关税和进口环节的增值税、消费税超过了8万亿元
 2018-07-12 15:44,　　近年来中国多项商品的进口关税不断下调
 2018-07-12 15:44,今年7月1日起，中国降低了1449个税目的日用消费品进口关税，并降低了汽车整车及零部件的进口关税
 2018-07-12 15:44,　　白明表示，未来中国有望进一步下调部分商品的进口关税，相较于关税的财政收入作用，未来关税将在调整产品结构方面发挥更重要的作用
 2018-07-12 15:44,　　“要淡化关税的收入作用，而更侧重引导作用：需要进口的商品就会降低关税，实现退税或者零关税，不需要进口的就会调高关税，通过关税的鼓励或限制来引导外贸的高质量发展
 2018-07-12 15:44,"”
　　免税方面，白明介绍，历经多年发展，中国已经形成出境免税（外籍人员来华旅游、出境时退税）、入境免税（本国人员出国旅行、回国提货），以及海南离岛免税等模式，不过也面临着经营主体少（目前主要由中免集团经营）、免税店少、免税服务不便利等问题"
 2018-07-12 15:44,　　税收之外，进口环节的制度性成本较高也是中国扩大进口亟需解决的问题
 2018-07-12 15:44,《意见》要求，降低进口环节制度性成本，进一步规范进口非关税措施，健全完善技术性贸易措施体系
 2018-07-12 15:44,加强进口行政审批取消或下放后的监管体系建设
 2018-07-12 15:44,落实国家对企业减税降费政策，严格执行收费项目公示制度，清理进口环节不合理收费
 2018-07-12 15:44,　　白明表示，目前进口面临的非关税措施主要包括：检验检疫、配额、进口主体要求、海关估价制度等内容，随着多项贸易便利化措施的推进，这部分成本将不断降低
 2018-07-12 15:44,　　在降低流通成本方面，《意见》要求，推进全国通关一体化改革，打造具有国际先进水平的国际贸易“单一窗口”
 2018-07-12 15:44,推进海关预裁定制度，开展海关“经认证的经营者”（AEO）国际互认，推动检测报告和认证证书的国际互认
 2018-07-12 15:44,　　同时，中国将加快出台跨境电子商务零售进口过渡期后监管具体方案，统筹调整跨境电子商务零售进口正面清单
 2018-07-12 15:44,加快复制推广跨境电子商务综合试验区成熟经验做法，研究扩大试点范围
 2018-07-12 15:44,加快推进汽车平行进口试点
