1929	Best Cinematography	F	Sadie Thompson	tt0019344
1929	Best Cinematography	F	The Devil Dancer	tt0017806
1929	Best Cinematography	F	The Magic Flame	tt0018129
1929	Best Director, Comedy Picture	T	Lewis Milestone	nm0587277	Two Arabian Knights
1929	Best Director, Comedy Picture	F	Ted Wilde	nm0928514	Speedy
1929	Best Director, Dramatic Picture	T	Frank Borzage	nm0097648	7th Heaven
1929	Best Director, Dramatic Picture	F	Herbert Brenon	nm0107543	Sorrell and Son
1929	Best Director, Dramatic Picture	F	King Vidor	nm0896542	The Crowd
1929	Best Effects, Engineering Effects	T	Wings	tt0018578
1929	Best Effects, Engineering Effects	F	Nugent Slaughter	nm0805521
1929	Best Effects, Engineering Effects	F	Ralph Hammeras	nm0358518
1929	Best Picture, Production	T	Wings	tt0018578
1929	Best Picture, Production	F	7th Heaven	tt0018379
1929	Best Picture, Production	F	The Racket	tt0019304
1929	Best Picture, Unique and Artistic Production	T	Sunrise	tt0018455
1929	Best Picture, Unique and Artistic Production	F	Chang: A Drama of the Wilderness	tt0017743
1929	Best Picture, Unique and Artistic Production	F	The Crowd	tt0018806
1929	Best Writing, Adaptation	T	7th Heaven	tt0018379
1929	Best Writing, Adaptation	F	Glorious Betsy	tt0018945
1929	Best Writing, Adaptation	F	The Jazz Singer	tt0018037
1929	Best Writing, Original Story	T	Underworld	tt0018526
1929	Best Writing, Original Story	F	The Last Command	tt0019071
1929	Best Writing, Title Writing	T	Joseph Farnham	nm0267868
1929	Best Writing, Title Writing	F	George Marion Jr.	nm0547938
1929	Best Writing, Title Writing	F	The Private Life of Helen of Troy	tt0017979
1930	Best Actor in a Leading Role	T	Warner Baxter	nm0062828	In Old Arizona
1930	Best Actor in a Leading Role	F	Chester Morris	nm0606431	Alibi
1930	Best Actor in a Leading Role	F	George Bancroft	nm0051628	Thunderbolt
1930	Best Actor in a Leading Role	F	Lewis Stone	nm0832011	The Patriot
1930	Best Actor in a Leading Role	F	Paul Muni	nm0612847	The Valiant
1930	Best Actress in a Leading Role	T	Mary Pickford	nm0681933	Coquette
1930	Best Actress in a Leading Role	F	Bessie Love	nm0522281	The Broadway Melody
1930	Best Actress in a Leading Role	F	Betty Compson	nm0173993	The Barker
1930	Best Actress in a Leading Role	F	Corinne Griffith	nm0341464	The Divine Lady
1930	Best Actress in a Leading Role	F	Jeanne Eagels	nm0247074	The Letter
1930	Best Actress in a Leading Role	F	Ruth Chatterton	nm0154183	Madame X
1930	Best Art Direction	T	The Bridge of San Luis Rey	tt0019722
1930	Best Art Direction	F	Alibi	tt0019630
1930	Best Art Direction	F	Dynamite	tt0019843
1930	Best Art Direction	F	Street Angel	tt0019429
1930	Best Art Direction	F	The Awakening	tt0018666
1930	Best Art Direction	F	The Patriot	tt0019257
1930	Best Cinematography	T	White Shadows in the South Seas	tt0019574
1930	Best Cinematography	F	4 Devils	tt0018907
1930	Best Cinematography	F	In Old Arizona	tt0020018
1930	Best Cinematography	F	Our Dancing Daughters	tt0019237
1930	Best Cinematography	F	Street Angel	tt0019429
1930	Best Cinematography	F	The Divine Lady	tt0019824
1930	Best Director	T	Frank Lloyd	nm0515979	The Divine Lady
1930	Best Director	F	Ernst Lubitsch	nm0523932	The Patriot
1930	Best Director	F	Frank Lloyd	nm0515979	Drag
1930	Best Director	F	Frank Lloyd	nm0515979	Weary River
1930	Best Director	F	Harry Beaumont	nm0064600	The Broadway Melody
1930	Best Director	F	Irving Cummings	nm0191899	In Old Arizona
1930	Best Director	F	Lionel Barrymore	nm0000859	Madame X
1930	Best Picture	T	The Broadway Melody	tt0019729
1930	Best Picture	F	Alibi	tt0019630
1930	Best Picture	F	In Old Arizona	tt0020018
1930	Best Picture	F	The Hollywood Revue of 1929	tt0019993
1930	Best Picture	F	The Patriot	tt0019257
1930	Best Writing, Achievement	T	The Patriot	tt0019257
1930	Best Writing, Achievement	F	A Woman of Affairs	tt0019591
1930	Best Writing, Achievement	F	In Old Arizona	tt0020018
1930	Best Writing, Achievement	F	Our Dancing Daughters	tt0019237
1930	Best Writing, Achievement	F	Sal of Singapore	tt0019348
1930	Best Writing, Achievement	F	Skyscraper	tt0019398
1930	Best Writing, Achievement	F	The Cop	tt0018792
1930	Best Writing, Achievement	F	The Last of Mrs. Cheyney	tt0020081
1930	Best Writing, Achievement	F	The Leatherneck	tt0020088
1930	Best Writing, Achievement	F	The Valiant	tt0020543
1930	Best Writing, Achievement	F	Wonder of Women	tt0020603
1930	Best Actor in a Leading Role	T	George Arliss	nm0002183	Disraeli
1930	Best Actor in a Leading Role	F	George Arliss	nm0002183	The Green Goddess
1930	Best Actor in a Leading Role	F	Lawrence Tibbett	nm0862546	The Rogue Song
1930	Best Actor in a Leading Role	F	Maurice Chevalier	nm0002001	The Love Parade
1930	Best Actor in a Leading Role	F	Maurice Chevalier	nm0002001	The Big Pond
1930	Best Actor in a Leading Role	F	Ronald Colman	nm0172903	Condemned!
1930	Best Actor in a Leading Role	F	Ronald Colman	nm0172903	Bulldog Drummond
1930	Best Actor in a Leading Role	F	Wallace Beery	nm0000891	The Big House
1930	Best Actress in a Leading Role	T	Norma Shearer	nm0790454	The Divorcee
1930	Best Actress in a Leading Role	F	Gloria Swanson	nm0841797	The Trespasser
1930	Best Actress in a Leading Role	F	Greta Garbo	nm0001256	Romance
1930	Best Actress in a Leading Role	F	Greta Garbo	nm0001256	Anna Christie
1930	Best Actress in a Leading Role	F	Nancy Carroll	nm0007216	The Devil's Holiday
1930	Best Actress in a Leading Role	F	Norma Shearer	nm0790454	Their Own Desire
1930	Best Actress in a Leading Role	F	Ruth Chatterton	nm0154183	Sarah and Son
1930	Best Art Direction	T	King of Jazz	tt0021025
1930	Best Art Direction	F	Bulldog Drummond	tt0019735
1930	Best Art Direction	F	Sally	tt0020358
1930	Best Art Direction	F	The Love Parade	tt0020112
1930	Best Art Direction	F	The Vagabond King	tt0021511
1930	Best Cinematography	T	With Byrd at the South Pole	tt0020594
1930	Best Cinematography	F	All Quiet on the Western Front	tt0020629
1930	Best Cinematography	F	Anna Christie	tt0020641
1930	Best Cinematography	F	Hell's Angels	tt0020960
1930	Best Cinematography	F	The Love Parade	tt0020112
1930	Best Director	T	Lewis Milestone	nm0587277	All Quiet on the Western Front
1930	Best Director	F	Clarence Brown	nm0113284	Romance
1930	Best Director	F	Clarence Brown	nm0113284	Anna Christie
1930	Best Director	F	Ernst Lubitsch	nm0523932	The Love Parade
1930	Best Director	F	King Vidor	nm0896542	Hallelujah
1930	Best Director	F	Robert Z. Leonard	nm0502752	The Divorcee
1930	Best Picture	T	All Quiet on the Western Front	tt0020629
1930	Best Picture	F	Disraeli	tt0019823
1930	Best Picture	F	The Big House	tt0020686
1930	Best Picture	F	The Divorcee	tt0020827
1930	Best Picture	F	The Love Parade	tt0020112
1930	Best Sound, Recording	T	The Big House	tt0020686
1930	Best Sound, Recording	F	Raffles	tt0021281
1930	Best Sound, Recording	F	The Case of Sergeant Grischa	tt0020744
1930	Best Sound, Recording	F	The Love Parade	tt0020112
1930	Best Sound, Recording	F	The Song of the Flame	tt0021404
1930	Best Writing, Achievement	T	The Big House	tt0020686
1930	Best Writing, Achievement	F	All Quiet on the Western Front	tt0020629
1930	Best Writing, Achievement	F	Disraeli	tt0019823
1930	Best Writing, Achievement	F	Street of Chance	tt0021420
1930	Best Writing, Achievement	F	The Divorcee	tt0020827
1931	Best Actor in a Leading Role	T	Lionel Barrymore	nm0000859	A Free Soul
1931	Best Actor in a Leading Role	F	Adolphe Menjou	nm0579663	The Front Page
1931	Best Actor in a Leading Role	F	Fredric March	nm0545298	The Royal Family of Broadway
1931	Best Actor in a Leading Role	F	Jackie Cooper	nm0178114	Skippy
1931	Best Actor in a Leading Role	F	Richard Dix	nm0228715	Cimarron
1931	Best Actress in a Leading Role	T	Marie Dressler	nm0237597	Min and Bill
1931	Best Actress in a Leading Role	F	Ann Harding	nm0362267	Holiday
1931	Best Actress in a Leading Role	F	Irene Dunne	nm0002050	Cimarron
1931	Best Actress in a Leading Role	F	Marlene Dietrich	nm0000017	Morocco
1931	Best Actress in a Leading Role	F	Norma Shearer	nm0790454	A Free Soul
1931	Best Art Direction	T	Cimarron	tt0021746
1931	Best Art Direction	F	Just Imagine	tt0021016
1931	Best Art Direction	F	Morocco	tt0021156
1931	Best Art Direction	F	Svengali	tt0022454
1931	Best Art Direction	F	Whoopee!	tt0021549
1931	Best Cinematography	T	Tabu: A Story of the South Seas	tt0022458
1931	Best Cinematography	F	Cimarron	tt0021746
1931	Best Cinematography	F	Morocco	tt0021156
1931	Best Cinematography	F	Svengali	tt0022454
1931	Best Cinematography	F	The Right to Love	tt0021301
1931	Best Director	T	Norman Taurog	nm0851537	Skippy
1931	Best Director	F	Clarence Brown	nm0113284	A Free Soul
1931	Best Director	F	Josef von Sternberg	nm0903049	Morocco
1931	Best Director	F	Lewis Milestone	nm0587277	The Front Page
1931	Best Director	F	Wesley Ruggles	nm0749484	Cimarron
1931	Best Picture	T	Cimarron	tt0021746
1931	Best Picture	F	East Lynne	tt0021826
1931	Best Picture	F	Skippy	tt0022397
1931	Best Picture	F	The Front Page	tt0021890
1931	Best Picture	F	Trader Horn	tt0022495
1931	Best Writing, Adaptation	T	Cimarron	tt0021746
1931	Best Writing, Adaptation	F	Holiday	tt0020985
1931	Best Writing, Adaptation	F	Little Caesar	tt0021079
1931	Best Writing, Adaptation	F	Skippy	tt0022397
1931	Best Writing, Adaptation	F	The Criminal Code	tt0021770
1931	Best Writing, Original Story	T	The Dawn Patrol	tt0020815
1931	Best Writing, Original Story	F	Laughter	tt0021053
1931	Best Writing, Original Story	F	Smart Money	tt0022403
1931	Best Writing, Original Story	F	The Doorway to Hell	tt0020836
1931	Best Writing, Original Story	F	The Public Enemy	tt0022286
1931	Best Actor in a Leading Role	T	Lionel Barrymore	nm0000859	A Free Soul
1931	Best Actor in a Leading Role	F	Adolphe Menjou	nm0579663	The Front Page
1931	Best Actor in a Leading Role	F	Fredric March	nm0545298	The Royal Family of Broadway
1931	Best Actor in a Leading Role	F	Jackie Cooper	nm0178114	Skippy
1931	Best Actor in a Leading Role	F	Richard Dix	nm0228715	Cimarron
1931	Best Actress in a Leading Role	T	Marie Dressler	nm0237597	Min and Bill
1931	Best Actress in a Leading Role	F	Ann Harding	nm0362267	Holiday
1931	Best Actress in a Leading Role	F	Irene Dunne	nm0002050	Cimarron
1931	Best Actress in a Leading Role	F	Marlene Dietrich	nm0000017	Morocco
1931	Best Actress in a Leading Role	F	Norma Shearer	nm0790454	A Free Soul
1931	Best Art Direction	T	Cimarron	tt0021746
1931	Best Art Direction	F	Just Imagine	tt0021016
1931	Best Art Direction	F	Morocco	tt0021156
1931	Best Art Direction	F	Svengali	tt0022454
1931	Best Art Direction	F	Whoopee!	tt0021549
1931	Best Cinematography	T	Tabu: A Story of the South Seas	tt0022458
1931	Best Cinematography	F	Cimarron	tt0021746
1931	Best Cinematography	F	Morocco	tt0021156
1931	Best Cinematography	F	Svengali	tt0022454
1931	Best Cinematography	F	The Right to Love	tt0021301
1931	Best Director	T	Norman Taurog	nm0851537	Skippy
1931	Best Director	F	Clarence Brown	nm0113284	A Free Soul
1931	Best Director	F	Josef von Sternberg	nm0903049	Morocco
1931	Best Director	F	Lewis Milestone	nm0587277	The Front Page
1931	Best Director	F	Wesley Ruggles	nm0749484	Cimarron
1931	Best Picture	T	Cimarron	tt0021746
1931	Best Picture	F	East Lynne	tt0021826
1931	Best Picture	F	Skippy	tt0022397
1931	Best Picture	F	The Front Page	tt0021890
1931	Best Picture	F	Trader Horn	tt0022495
1931	Best Writing, Adaptation	T	Cimarron	tt0021746
1931	Best Writing, Adaptation	F	Holiday	tt0020985
1931	Best Writing, Adaptation	F	Little Caesar	tt0021079
1931	Best Writing, Adaptation	F	Skippy	tt0022397
1931	Best Writing, Adaptation	F	The Criminal Code	tt0021770
1931	Best Writing, Original Story	T	The Dawn Patrol	tt0020815
1931	Best Writing, Original Story	F	Laughter	tt0021053
1931	Best Writing, Original Story	F	Smart Money	tt0022403
1931	Best Writing, Original Story	F	The Doorway to Hell	tt0020836
1931	Best Writing, Original Story	F	The Public Enemy	tt0022286
1932	Best Actor in a Leading Role	T	Fredric March	nm0545298	Dr. Jekyll and Mr. Hyde
1932	Best Actor in a Leading Role	T	Wallace Beery	nm0000891	The Champ
1932	Best Actor in a Leading Role	F	Alfred Lunt	nm0526795	The Guardsman
1932	Best Actress in a Leading Role	T	Helen Hayes	nm0371040	The Sin of Madelon Claudet
1932	Best Actress in a Leading Role	F	Lynn Fontanne	nm0285007	The Guardsman
1932	Best Actress in a Leading Role	F	Marie Dressler	nm0237597	Emma
1932	Best Art Direction	T	Transatlantic	tt0022500
1932	Best Art Direction	F	Arrowsmith	tt0021622
1932	Best Art Direction	F	À nous la liberté	tt0022599
1932	Best Cinematography	T	Shanghai Express	tt0023458
1932	Best Cinematography	F	Arrowsmith	tt0021622
1932	Best Cinematography	F	Dr. Jekyll and Mr. Hyde	tt0022835
1932	Best Director	T	Frank Borzage	nm0097648	Bad Girl
1932	Best Director	F	Josef von Sternberg	nm0903049	Shanghai Express
1932	Best Director	F	King Vidor	nm0896542	The Champ
1932	Best Picture	T	Grand Hotel	tt0022958
1932	Best Picture	F	Arrowsmith	tt0021622
1932	Best Picture	F	Bad Girl	tt0021635
1932	Best Picture	F	Five Star Final	tt0021873
1932	Best Picture	F	One Hour with You	tt0023303
1932	Best Picture	F	Shanghai Express	tt0023458
1932	Best Picture	F	The Champ	tt0021730
1932	Best Picture	F	The Smiling Lieutenant	tt0022074
1932	Best Short Subject, Cartoons	T	Flowers and Trees	tt0022899
1932	Best Short Subject, Cartoons	F	It's Got Me Again!	tt0023067
1932	Best Short Subject, Cartoons	F	Mickey's Orphans	tt0022147
1932	Best Short Subject, Comedy	T	The Music Box	tt0023251
1932	Best Short Subject, Comedy	F	Scratch-As-Catch-Can	tt0276472
1932	Best Short Subject, Comedy	F	Stout Hearts and Willing Hands	tt0023517
1932	Best Short Subject, Comedy	F	The Loud Mouth	tt0023152
1932	Best Short Subject, Novelty	T	Wrestling Swordfish	tt0023711
1932	Best Short Subject, Novelty	F	Screen Souvenirs	tt0023441
1932	Best Short Subject, Novelty	F	Swing High	tt0152771
1932	Best Writing, Adaptation	T	Bad Girl	tt0021635
1932	Best Writing, Adaptation	F	Arrowsmith	tt0021622
1932	Best Writing, Adaptation	F	Dr. Jekyll and Mr. Hyde	tt0022835
1932	Best Writing, Original Story	T	The Champ	tt0021730
1932	Best Writing, Original Story	F	Lady and Gent	tt0023109
1932	Best Writing, Original Story	F	The Star Witness	tt0022430
1932	Best Writing, Original Story	F	What Price Hollywood?	tt0023686
1932	Best Actor in a Leading Role	T	Fredric March	nm0545298	Dr. Jekyll and Mr. Hyde
1932	Best Actor in a Leading Role	T	Wallace Beery	nm0000891	The Champ
1932	Best Actor in a Leading Role	F	Alfred Lunt	nm0526795	The Guardsman
1932	Best Actress in a Leading Role	T	Helen Hayes	nm0371040	The Sin of Madelon Claudet
1932	Best Actress in a Leading Role	F	Lynn Fontanne	nm0285007	The Guardsman
1932	Best Actress in a Leading Role	F	Marie Dressler	nm0237597	Emma
1932	Best Art Direction	T	Transatlantic	tt0022500
1932	Best Art Direction	F	Arrowsmith	tt0021622
1932	Best Art Direction	F	À nous la liberté	tt0022599
1932	Best Cinematography	T	Shanghai Express	tt0023458
1932	Best Cinematography	F	Arrowsmith	tt0021622
1932	Best Cinematography	F	Dr. Jekyll and Mr. Hyde	tt0022835
1932	Best Director	T	Frank Borzage	nm0097648	Bad Girl
1932	Best Director	F	Josef von Sternberg	nm0903049	Shanghai Express
1932	Best Director	F	King Vidor	nm0896542	The Champ
1932	Best Picture	T	Grand Hotel	tt0022958
1932	Best Picture	F	Arrowsmith	tt0021622
1932	Best Picture	F	Bad Girl	tt0021635
1932	Best Picture	F	Five Star Final	tt0021873
1932	Best Picture	F	One Hour with You	tt0023303
1932	Best Picture	F	Shanghai Express	tt0023458
1932	Best Picture	F	The Champ	tt0021730
1932	Best Picture	F	The Smiling Lieutenant	tt0022074
1932	Best Short Subject, Cartoons	T	Flowers and Trees	tt0022899
1932	Best Short Subject, Cartoons	F	It's Got Me Again!	tt0023067
1932	Best Short Subject, Cartoons	F	Mickey's Orphans	tt0022147
1932	Best Short Subject, Comedy	T	The Music Box	tt0023251
1932	Best Short Subject, Comedy	F	Scratch-As-Catch-Can	tt0276472
1932	Best Short Subject, Comedy	F	Stout Hearts and Willing Hands	tt0023517
1932	Best Short Subject, Comedy	F	The Loud Mouth	tt0023152
1932	Best Short Subject, Novelty	T	Wrestling Swordfish	tt0023711
1932	Best Short Subject, Novelty	F	Screen Souvenirs	tt0023441
1932	Best Short Subject, Novelty	F	Swing High	tt0152771
1932	Best Writing, Adaptation	T	Bad Girl	tt0021635
1932	Best Writing, Adaptation	F	Arrowsmith	tt0021622
1932	Best Writing, Adaptation	F	Dr. Jekyll and Mr. Hyde	tt0022835
1932	Best Writing, Original Story	T	The Champ	tt0021730
1932	Best Writing, Original Story	F	Lady and Gent	tt0023109
1932	Best Writing, Original Story	F	The Star Witness	tt0022430
1932	Best Writing, Original Story	F	What Price Hollywood?	tt0023686
1934	Best Actor in a Leading Role	T	Charles Laughton	nm0001452	The Private Life of Henry VIII.
1934	Best Actor in a Leading Role	F	Leslie Howard	nm0001366	Berkeley Square
1934	Best Actor in a Leading Role	F	Paul Muni	nm0612847	I Am a Fugitive from a Chain Gang
1934	Best Actress in a Leading Role	T	Katharine Hepburn	nm0000031	Morning Glory
1934	Best Actress in a Leading Role	F	Diana Wynyard	nm0944087	Cavalcade
1934	Best Actress in a Leading Role	F	May Robson	nm0733480	Lady for a Day
1934	Best Art Direction	T	Cavalcade	tt0023876
1934	Best Art Direction	F	A Farewell to Arms	tt0022879
1934	Best Art Direction	F	When Ladies Meet	tt0024763
1934	Best Assistant Director	T	Charles Barton	nm0059106
1934	Best Assistant Director	T	Charles Dorian	nm0233648
1934	Best Assistant Director	T	Dewey Starkey	nm0823315
1934	Best Assistant Director	T	Fred Fox	nm0288995
1934	Best Assistant Director	T	Gordon Hollingshead	nm0391121
1934	Best Assistant Director	T	Scott R. Beal	nm0063634
1934	Best Assistant Director	T	William Tummel	nm0876537
1934	Best Assistant Director	F	Al Alleborn	nm0020168
1934	Best Assistant Director	F	Arthur Jacobson	nm0414797
1934	Best Assistant Director	F	Ben Silvey	nm0799185
1934	Best Assistant Director	F	Edward Killy	nm0453245
1934	Best Assistant Director	F	Frank Shaw	nm0789719
1934	Best Assistant Director	F	John Waters	nm0914112
1934	Best Assistant Director	F	Joseph A. McDonough	nm0568156
1934	Best Assistant Director	F	Orville O. Dull	nm0241338
1934	Best Assistant Director	F	Percy Ikerd	nm0407503
1934	Best Assistant Director	F	Sid Brod	nm0110762
1934	Best Assistant Director	F	William J. Reiter	nm0718614
1934	Best Cinematography	T	A Farewell to Arms	tt0022879
1934	Best Cinematography	F	Reunion in Vienna	tt0024496
1934	Best Cinematography	F	The Sign of the Cross	tt0023470
1934	Best Director	T	Frank Lloyd	nm0515979	Cavalcade
1934	Best Director	F	Frank Capra	nm0001008	Lady for a Day
1934	Best Director	F	George Cukor	nm0002030	Little Women
1934	Best Picture	T	Cavalcade	tt0023876
1934	Best Picture	F	42nd Street	tt0024034
1934	Best Picture	F	A Farewell to Arms	tt0022879
1934	Best Picture	F	I Am a Fugitive from a Chain Gang	tt0023042
1934	Best Picture	F	Lady for a Day	tt0024240
1934	Best Picture	F	Little Women	tt0024264
1934	Best Picture	F	She Done Him Wrong	tt0024548
1934	Best Picture	F	Smilin' Through	tt0023488
1934	Best Picture	F	State Fair	tt0024610
1934	Best Picture	F	The Private Life of Henry VIII.	tt0024473
1934	Best Short Subject, Cartoons	T	Three Little Pigs	tt0024660
1934	Best Short Subject, Cartoons	F	Building a Building	tt0023854
1934	Best Short Subject, Cartoons	F	The Merry Old Soul	tt0142655
1934	Best Short Subject, Comedy	T	So This Is Harris!	tt0024580
1934	Best Short Subject, Comedy	F	A Preferred List	tt0024467
1934	Best Short Subject, Comedy	F	Mister Mugg	tt0024342
1934	Best Short Subject, Novelty	T	Krakatoa	tt0024231
1934	Best Short Subject, Novelty	F	Menu	tt0024327
1934	Best Short Subject, Novelty	F	The Sea	tt0023443
1934	Best Sound, Recording	T	A Farewell to Arms	tt0022879
1934	Best Sound, Recording	F	42nd Street	tt0024034
1934	Best Sound, Recording	F	Gold Diggers of 1933	tt0024069
1934	Best Sound, Recording	F	I Am a Fugitive from a Chain Gang	tt0023042
1934	Best Writing, Adaptation	T	Little Women	tt0024264
1934	Best Writing, Adaptation	F	Lady for a Day	tt0024240
1934	Best Writing, Adaptation	F	State Fair	tt0024610
1934	Best Writing, Original Story	T	One Way Passage	tt0023305
1934	Best Writing, Original Story	F	Rasputin and the Empress	tt0023374
1934	Best Writing, Original Story	F	The Prizefighter and the Lady	tt0024475
1934	Best Actor in a Leading Role	T	Charles Laughton	nm0001452	The Private Life of Henry VIII.
1934	Best Actor in a Leading Role	F	Leslie Howard	nm0001366	Berkeley Square
1934	Best Actor in a Leading Role	F	Paul Muni	nm0612847	I Am a Fugitive from a Chain Gang
1934	Best Actress in a Leading Role	T	Katharine Hepburn	nm0000031	Morning Glory
1934	Best Actress in a Leading Role	F	Diana Wynyard	nm0944087	Cavalcade
1934	Best Actress in a Leading Role	F	May Robson	nm0733480	Lady for a Day
1934	Best Art Direction	T	Cavalcade	tt0023876
1934	Best Art Direction	F	A Farewell to Arms	tt0022879
1934	Best Art Direction	F	When Ladies Meet	tt0024763
1934	Best Assistant Director	T	Charles Barton	nm0059106
1934	Best Assistant Director	T	Charles Dorian	nm0233648
1934	Best Assistant Director	T	Dewey Starkey	nm0823315
1934	Best Assistant Director	T	Fred Fox	nm0288995
1934	Best Assistant Director	T	Gordon Hollingshead	nm0391121
1934	Best Assistant Director	T	Scott R. Beal	nm0063634
1934	Best Assistant Director	T	William Tummel	nm0876537
1934	Best Assistant Director	F	Al Alleborn	nm0020168
1934	Best Assistant Director	F	Arthur Jacobson	nm0414797
1934	Best Assistant Director	F	Ben Silvey	nm0799185
1934	Best Assistant Director	F	Edward Killy	nm0453245
1934	Best Assistant Director	F	Frank Shaw	nm0789719
1934	Best Assistant Director	F	John Waters	nm0914112
1934	Best Assistant Director	F	Joseph A. McDonough	nm0568156
1934	Best Assistant Director	F	Orville O. Dull	nm0241338
1934	Best Assistant Director	F	Percy Ikerd	nm0407503
1934	Best Assistant Director	F	Sid Brod	nm0110762
1934	Best Assistant Director	F	William J. Reiter	nm0718614
1934	Best Cinematography	T	A Farewell to Arms	tt0022879
1934	Best Cinematography	F	Reunion in Vienna	tt0024496
1934	Best Cinematography	F	The Sign of the Cross	tt0023470
1934	Best Director	T	Frank Lloyd	nm0515979	Cavalcade
1934	Best Director	F	Frank Capra	nm0001008	Lady for a Day
1934	Best Director	F	George Cukor	nm0002030	Little Women
1934	Best Picture	T	Cavalcade	tt0023876
1934	Best Picture	F	42nd Street	tt0024034
1934	Best Picture	F	A Farewell to Arms	tt0022879
1934	Best Picture	F	I Am a Fugitive from a Chain Gang	tt0023042
1934	Best Picture	F	Lady for a Day	tt0024240
1934	Best Picture	F	Little Women	tt0024264
1934	Best Picture	F	She Done Him Wrong	tt0024548
1934	Best Picture	F	Smilin' Through	tt0023488
1934	Best Picture	F	State Fair	tt0024610
1934	Best Picture	F	The Private Life of Henry VIII.	tt0024473
1934	Best Short Subject, Cartoons	T	Three Little Pigs	tt0024660
1934	Best Short Subject, Cartoons	F	Building a Building	tt0023854
1934	Best Short Subject, Cartoons	F	The Merry Old Soul	tt0142655
1934	Best Short Subject, Comedy	T	So This Is Harris!	tt0024580
1934	Best Short Subject, Comedy	F	A Preferred List	tt0024467
1934	Best Short Subject, Comedy	F	Mister Mugg	tt0024342
1934	Best Short Subject, Novelty	T	Krakatoa	tt0024231
1934	Best Short Subject, Novelty	F	Menu	tt0024327
1934	Best Short Subject, Novelty	F	The Sea	tt0023443
1934	Best Sound, Recording	T	A Farewell to Arms	tt0022879
1934	Best Sound, Recording	F	42nd Street	tt0024034
1934	Best Sound, Recording	F	Gold Diggers of 1933	tt0024069
1934	Best Sound, Recording	F	I Am a Fugitive from a Chain Gang	tt0023042
1934	Best Writing, Adaptation	T	Little Women	tt0024264
1934	Best Writing, Adaptation	F	Lady for a Day	tt0024240
1934	Best Writing, Adaptation	F	State Fair	tt0024610
1934	Best Writing, Original Story	T	One Way Passage	tt0023305
