"","date_2018","Page.Name","Page.Category","Page.Admin.Top.Country","Post.Created","Total.Interactions","Message","Link"
"11","2018-05-30","台灣教授協會","NON_PROFIT","TW","2018-05-30 12:50:06 CST","10","亞大不學無術丈量室 今日也在亞大 M 棟進行《東京奧運正名台灣隊公投連署》行動~ nagee 家的 阿台 今天到亞大連署站當連署志工 #台灣 #台灣隊 #東京奧運正名連署 #2020東奧正名 #台灣就是台灣 #taiwan #teamtaiwan #lettaiwanbetaiwan #taiwanisnotchinesetaipei #2020takyoolympicgame　","https://www.facebook.com/asia.outexpert/photos/a.695795067147802/1823605451033419/?type=3"
"12","2018-05-30","台灣基進高雄黨部","POLITICAL_PARTY","TW","2018-05-30 11:44:01 CST","160","小編:客廳會活動來囉~~希望大家多多牽成,讓更多還不認識基進黨的朋友有機會了解我們的理念唷😉😉😉 基進黨高雄市議員參選人 客廳會活動 透過客廳會小型聚會的方式，讓參選人更親近民眾，聆聽社區的心聲，同時也讓參選人有機會說明個人的參選理念、政見與活動，藉此讓更多人認識基進黨與各個參選人。 客廳會議題內容： 1. 參選人說明：基進黨參政的意義／個人為何參與政治。 2. 市政理念：產經／交通／環境／社福／文化等五大主軸。 3. 市民需求：聆聽社區需求、市民意見反饋。 4. 主要活動：東奧2020正名公投連署／喜樂島聯盟 5. 邀請參與：邀請大家加入基進之友／志工／候選人後援會 詳情可參考: https://docs.google.com/document/d/1EyBHXgQPnSlJ5eSlTahgTo2yj6G2BTLpFCeCdeLKj_8/edit","https://www.facebook.com/takaoradicalwings/photos/a.266181813879891/391346684696736/?type=3"
"13","2018-05-30","WUFI-Taiwan（台灣獨立建國聯盟）","LOCAL","TW","2018-05-30 20:54:33 CST","178","【News】回應「奧運正名」公投 國台辦：台灣摘金奪銀是「全中國人的驕傲」 #乾脆說是全非洲人的驕傲 #人類祖先來自非洲 新聞內文摘錄： 前奧運國手紀政領銜提出的「2020東京奧運台灣正名公投」提案，現正朝向第2階段28萬份連署門檻挺進，中國國台辦發言人安峰山在今年例行新聞發佈會上表示，國際奧會5月5日已致函中國台北奧會，要求其遵守國際奧會有關台灣地區參賽問題的決議和規定，也就是「奧運模式」，並且明確表示，不會考慮批准對其現有名稱作任何改動。 東奧正名連署方法：轉自進擊的台灣對f 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！ >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans >>郵筒位置 https://www.2020teamtaiwan.org/post_map/:=:https://www.2020teamtaiwan.org/ >>全台實體連署站(google map) https://www.2020teamtaiwan.org/petitionmap/:=:https://www.2020teamtaiwan.org/ >>取得更多空白連署書 https://goo.gl/EgmTkr:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/749143668615596/?type=3&theater >>懶人包 https://goo.gl/KrDrZC:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/753241248205838 >>志工招募 https://goo.gl/fi3AmY:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/763554620507834 >>公投主文&理由書 https://goo.gl/oM8wFZ:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/723665517830078 >>我們的網站 http://teamtaiwan.team/","http://m.ltn.com.tw/news/politics/breakingnews/2441914"
"14","2018-05-31","進擊的台灣隊-Team Taiwan","ACTIVITY_GENERAL","TW","2018-05-31 18:00:01 CST","925","你的每一塊錢，都在為你想要的世界投票！下次買東西之前，記得考慮一下呀！ 今天BBC整理出了11間國際企業，他們不畏懼中國的打壓，仍然在自家官網上將台灣列為「國家」： 推特（Twitter）、網飛（Netflix）、HTC、普拉達（Prada）、香奈兒（Chanel）、ASOS、H&M台灣版網站、彪馬（Puma）、三越伊勢丹、肯德基、菲亞特汽車（Fiat） 當然也有對台灣很不友好，直接稱呼我們為「中國台灣」、「中華台北」的： 聯想（Lenovo）、惠普（HP）、路易威登（Louise Vuitton）、標緻汽車（Peugeot）、本田汽車（Honda）、戴姆勒（Daimler，即奔馳汽車）、福特汽車、希爾頓酒店（Hilton） https://tw.appledaily.com/new/realtime/20180531/1364364/%E4%B8%8D%E7%95%8F%E4%B8%AD%E5%9C%8B%E6%96%BD%E5%A3%93:=:https://tw.appledaily.com/realtime/new/20180531/1364364/%E4%B8%8D%E7%95%8F%E4%B8%AD%E5%9C%8B%E6%96%BD%E5%A3%93/ -------- 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！ >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans >>郵筒位置 https://www.2020teamtaiwan.org/post_map/ >>全台實體連署站(google map) https://www.2020teamtaiwan.org/petitionmap/ >>取得更多空白連署書 https://goo.gl/EgmTkr:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/749143668615596/?type=3&theater >>志工招募 https://goo.gl/fi3AmY:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/763554620507834 >>懶人包 https://goo.gl/KrDrZC:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/753241248205838 >>公投主文&理由書 https://goo.gl/oM8wFZ:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/723665517830078 >>識別設計の理念 http://goo.gl/NkhMHK:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/707775059419124/?type=3&theater >>手作特效框 https://goo.gl/DvcJ63:=:https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fprofilepicframes%3Fquery%3D%25E9%2580%25B2%25E6%2593%258A%25E7%259A%2584%25E5%258F%25B0%25E7%2581%25A3%25E9%259A%258A >>我們的網站 http://teamtaiwan.team/","https://tw.appledaily.com/new/realtime/20180531/1364364/%E4%B8%8D%E7%95%8F%E4%B8%AD%E5%9C%8B%E6%96%BD%E5%A3%93"
"15","2018-05-31","我是台灣人．台灣是咱的國家","ACTIVITY_GENERAL","TW","2018-05-31 23:36:00 CST","547","大家好，這段語音是立委林昶佐專為東奧台灣正名公投連署錄製的語音文告。謝謝Freddy! 也請大家幫忙轉貼訊息，幫忙衝高東奧正名公投連署的人氣。感恩! 【#東京奧運台灣正名】是2300萬台灣人共同的責任。現在只要您按照以下的資訊，列印連署書，或是到位在全台灣各地(有google地圖)的連署站，簽署一份東奧正名公投連署書。我們就能透過民主的方式，向世界傳達台灣人的心聲。#東奧台灣正名公投相關資訊 請點連結→https://goo.gl/h7Q38h:=:https://www.facebook.com/welovetaiwancountry/photos/a.278467388842359.65158.276865115669253/1724553110900439/?type=3 【#台灣需要您】台灣需要您的連署，才能在2020東京奧運，讓台灣隊重返國際奧運競技場，讓世界看見台灣。","https://www.youtube.com/watch?v=lfTO7KI2mTc&feature=youtu.be"
"16","2018-05-31","進擊的台灣隊-Team Taiwan","ACTIVITY_GENERAL","TW","2018-05-31 11:30:00 CST","528","其實我們應該感謝中國國台辦，因為他們把我們推動台灣隊正名最主要的理由給說了出來。感謝國台辦的宣傳！謝謝！ 國台辦：「台灣的體育健兒參加國際運動賽事，展現了良好的競技水準和體育精神，摘金奪銀取得好成績，「這是兩岸全體中國人的驕傲」。」 #台灣就是台灣 #台灣不是中華台北 #正名正夯 #2020東京奧運台灣正名 http://news.ltn.com.tw/news/politics/breakingnews/2441914 -------- 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！ >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans >>郵筒位置 https://www.2020teamtaiwan.org/post_map/:=:https://www.2020teamtaiwan.org/ >>全台實體連署站(google map) https://www.2020teamtaiwan.org/petitionmap/:=:https://www.2020teamtaiwan.org/ >>取得更多空白連署書 https://goo.gl/EgmTkr:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/749143668615596/?type=3&theater >>志工招募 https://goo.gl/fi3AmY:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/763554620507834 >>懶人包 https://goo.gl/KrDrZC:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/753241248205838 >>公投主文&理由書 https://goo.gl/oM8wFZ:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/posts/723665517830078 >>識別設計の理念 http://goo.gl/NkhMHK:=:https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849.1073741828.492749717588327/707775059419124/?type=3&theater >>手作特效框 https://goo.gl/DvcJ63:=:https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fprofilepicframes%3Fquery%3D%25E9%2580%25B2%25E6%2593%258A%25E7%259A%2584%25E5%258F%25B0%25E7%2581%25A3%25E9%259A%258A >>我們的網站 http://teamtaiwan.team/","http://news.ltn.com.tw/news/politics/breakingnews/2441914"
"17","2018-06-01","台灣教授協會","NON_PROFIT","TW","2018-06-01 20:30:00 CST","27","《并：控制》李惠仁、呂培苓全國巡迴座談暨放映，台中地區場次最終來到了默契咖啡。默契咖啡早在本會巡迴座談開始前，就與台中地區的公民朋友一起舉辦戶外放映會，使更多市民朋友能夠觀賞《并：控制》這部紀錄片。 在台灣，紀錄片的觀影人一向較少，而將嚴肅政治議題做為紀錄片主題的紀錄片導演更屈指可數。不管你是不是紀錄片的愛好者，或是一個關注中國因素動向的台灣人，這次，你可以來到默契咖啡，與李惠仁導演好好聊一聊。 這場活動，也感謝獨立青年陣線的夥伴的協助。 在活動稍早（11:00 - 14:00），本會秘書處同仁及東奧正名連署公投的志工朋友，也會在市民廣場草皮附近移動，請尚未簽署的市民朋友，可以前往簽署~","https://www.facebook.com/events/426285034464700/"
"18","2018-06-01","我是台灣人．台灣是咱的國家","ACTIVITY_GENERAL","TW","2018-06-01 22:04:20 CST","1,369","要讓世界看見台灣 得從你我做起～參與東奧正名連署～為台灣正名～2020東京奧運我們開始叫台灣","https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/videos/775250489338247/"
"19","2018-06-02","進擊的台灣隊-Team Taiwan","ACTIVITY_GENERAL","TW","2018-06-02 18:00:00 CST","456","昨天推出的第一支宣傳影片成功獲得廣泛迴響，感謝大家的支持與幫忙！（影片→ https://goo.gl/gChvbd） 針對許多立場與中國國台辦一致的朋友湧進影片下面留言，我們有兩點回應： 一、正如立委林昶佐在影片中強調的，我們不會因為「提出申請」或「正式提案表達台灣人民希望重新檢視、修改或重訂已然不合時宜的洛桑協議」而發生「遭取消會籍」或「遭到禁賽」這樣的事情。 根據奧運憲章，提案變更名稱是我們身為國際奧會成員的基本權利。 至於提出正名的申請會不會如願通過，變數很多、中國也肯定會反對到底，所以尚不得而知。我們可能一次就成功，但也可能不是第一次就成功。 唯一可以確定的是，「試都不試一定不會成功」。 根據公投主文，我們是主張： 「以台灣(Taiwan)為全名『申請』參加所有國際賽事及2020年東京奧運。」 我們不是主張： 「『片面逕行』以台灣(Taiwan)為全名『硬是』參加所有國際賽事及2020年東京奧運」。 這兩者的差異，相信大家一看就能明瞭。 二、針對「中華奧會說國際奧會執委會已經做出「不予核准」的決議」一事，經過內部充分的討論，我們做出兩個結論： 1) 我們將繼續推動台灣隊正名公投的連署，全力衝刺； 2) 我們將針對中華奧會以及國際奧會，召開國際記者會做出正面回應。 -------- 東奧正名公投，第二階段連署已開跑！ 目標衝破40萬份，請大家踴躍參與！ >>連署書自動產生器 https://www.2020teamtaiwan.org/petition/fans >>郵筒位置 https://www.2020teamtaiwan.org/post_map/ >>全台實體連署站(google map) https://www.2020teamtaiwan.org/petitionmap/ >>取得更多空白連署書 https://goo.gl/EgmTkr >>志工招募 https://goo.gl/fi3AmY >>懶人包 https://goo.gl/KrDrZC >>公投主文&理由書 https://goo.gl/oM8wFZ >>識別設計の理念 http://goo.gl/NkhMHK >>手作特效框 https://goo.gl/DvcJ63 >>我們的網站 http://teamtaiwan.team/","https://www.facebook.com/TeamTaiwan.2020TokyoOlympics/photos/a.504547829741849/775803665949596/?type=3"
"20","2018-06-03","王奕凱","","","2018-06-03 18:42:56 CST","203","現場活動直播，也歡迎願意參加的朋友快來喔｜ 地點｜士林三號出口咖啡廳 地址｜台北市士林區福德路31-3號 （捷運士林站二號出口往福德路直行） ｜東奧正名 x 平權公投 x 勞權公投｜ 你知道今年的公投， 如果要進到年底大選一起投票， 每個主文都需要30萬張連署書的安全數量嗎？ 你知道18歲就可以支持公投了嗎？ 剩下多少時間可以衝連署？ 不同議題的公投為什麼要合作？ 他們有什麼關係嗎？要怎麼合作？ 想知道各個公投目前的進度？ 這樣的時間真的夠嗎？ 想要幫忙可以怎麼幫？ 有哪些人在支持這些事？ 公投過了到底會發生什麼事？ 這有法律效益嗎？ 想知道公投在幹嘛？ 為什麼說這些跟人權有關？ 來士林三號出口咖啡廳， 想了解三個公投，一次讓你滿足！ ----- ｜現場電話｜02-2881-8669 ｜活動費用｜每人低消100元 附飲料","https://www.facebook.com/xiao.s.feng/videos/2252429618106376/"
